accident_no,accident_date,accident_time,day_week_desc,accident_type_desc,severity,speed_zone,rma,road_geometry_desc,lga_name,latitude,longitude,postcode_crash,age_group,sex,inj_level_desc,no_persons_killed,no_persons_inj_2,no_persons_inj_3,year,month,severity_desc
T20220017728,2022-08-08,05:58:00,Monday,Collision with vehicle,3,999,Local Road,T intersection,KINGSTON,-38.000916,145.11047,3195,40-49,M,Other injury,0,0,1,2022,8,Other Injury
T20180016063,2018-08-25,14:00:00,Saturday,Collision with vehicle,3,50,Local Road,Not at intersection,MELBOURNE,-37.79766,144.97214,3053,40-49,M,Other injury,0,0,1,2018,8,Other Injury
T20180000431,2018-01-08,08:05:00,Monday,Collision with vehicle,3,50,Local Road,Cross intersection,YARRA,-37.807457,144.99896,3067,22-25,M,Other injury,0,0,1,2018,1,Other Injury
T20230026368,2023-11-10,16:00:00,Friday,Collision with vehicle,3,50,Local Road,Cross intersection,BOROONDARA,-37.793823,145.09634,3104,40-49,M,Other injury,0,0,1,2023,11,Other Injury
T20180003574,2018-02-23,18:30:00,Friday,Collision with vehicle,3,999,Arterial Other,Cross intersection,YARRA,-37.785667,144.98181,3068,30-39,M,Other injury,0,0,1,2018,2,Other Injury
T20160009106,2016-04-26,19:43:00,Tuesday,No collision and no object struck,2,60,Arterial Other,Not at intersection,PORT PHILLIP,-37.88076,144.97757,3184,30-39,M,Other injury,0,1,3,2016,4,Serious Injury
T20160009106,2016-04-26,19:43:00,Tuesday,No collision and no object struck,2,60,Arterial Other,Not at intersection,PORT PHILLIP,-37.88076,144.97757,3184,30-39,M,Serious injury,0,1,3,2016,4,Serious Injury
T20160009106,2016-04-26,19:43:00,Tuesday,No collision and no object struck,2,60,Arterial Other,Not at intersection,PORT PHILLIP,-37.88076,144.97757,3184,40-49,M,Other injury,0,1,3,2016,4,Serious Injury
T20160009106,2016-04-26,19:43:00,Tuesday,No collision and no object struck,2,60,Arterial Other,Not at intersection,PORT PHILLIP,-37.88076,144.97757,3184,40-49,M,Other injury,0,1,3,2016,4,Serious Injury
T20220004610,2022-03-02,07:29:00,Wednesday,Collision with vehicle,3,80,Arterial Highway,Cross intersection,BAYSIDE,-37.922874,145.02446,3187,16-17,M,Other injury,0,0,1,2022,3,Other Injury
T20120015955,2012-07-11,14:12:00,Wednesday,Collision with vehicle,3,40,Arterial Other,T intersection,PORT PHILLIP,-37.829124,144.95879,3006,22-25,M,Other injury,0,0,1,2012,7,Other Injury
T20220004639,2022-03-02,09:25:00,Wednesday,Collision with vehicle,3,60,,Cross intersection,GLEN EIRA,-37.87793,145.04468,3145,40-49,M,Other injury,0,0,1,2022,3,Other Injury
T20180000260,2018-01-05,09:50:00,Friday,Collision with vehicle,3,60,Arterial Other,Not at intersection,BAYSIDE,-37.89768,144.98956,3186,50-59,F,Other injury,0,0,1,2018,1,Other Injury
T20140005717,2014-03-20,07:05:00,Thursday,Collision with vehicle,2,50,,Not at intersection,MONASH,-37.89964,145.16225,3150,26-29,M,Serious injury,0,1,0,2014,3,Serious Injury
T20130015122,2013-07-22,08:30:00,Monday,Collision with vehicle,3,40,Local Road,Not at intersection,WYNDHAM,-37.9043,144.66614,3030,13-15,M,Other injury,0,0,1,2013,7,Other Injury
T20200019307,2020-11-02,12:00:00,Monday,Collision with vehicle,3,40,Arterial Other,Cross intersection,PORT PHILLIP,-37.85981,144.97731,3182,16-17,M,Other injury,0,0,1,2020,11,Other Injury
T20240011419,2024-04-30,17:30:00,Tuesday,Collision with vehicle,3,40,Arterial Other,Cross intersection,MORELAND,-37.767048,144.96213,3056,40-49,F,Other injury,0,0,1,2024,4,Other Injury
T20170006866,2017-04-05,18:14:00,Wednesday,Collision with vehicle,2,50,Local Road,Cross intersection,PORT PHILLIP,-37.838535,144.95471,3206,40-49,M,Serious injury,0,1,0,2017,4,Serious Injury
T20160009474,2016-04-29,15:00:00,Friday,Collision with vehicle,3,40,Local Road,Cross intersection,PORT PHILLIP,-37.834827,144.9586,3205,50-59,M,Other injury,0,0,1,2016,4,Other Injury
T20120010755,2012-05-07,18:00:00,Monday,Collision with vehicle,3,40,Arterial Other,T intersection,MORELAND,-37.774258,144.9609,3056,30-39,M,Other injury,0,0,1,2012,5,Other Injury
T20120013714,2012-06-13,14:00:00,Wednesday,Collision with vehicle,3,60,Arterial Other,T intersection,PORT PHILLIP,-37.855686,144.96458,3206,40-49,M,Other injury,0,0,1,2012,6,Other Injury
T20160023092,2016-10-25,08:00:00,Tuesday,Collision with vehicle,3,60,Local Road,Cross intersection,GLEN EIRA,-37.91283,145.05217,3204,40-49,F,Other injury,0,0,1,2016,10,Other Injury
T20140018820,2014-09-10,14:17:00,Wednesday,Collision with vehicle,3,40,Local Road,T intersection,YARRA,-37.80102,144.98703,3066,65-69,M,Other injury,0,0,1,2014,9,Other Injury
T20180023966,2018-12-21,11:00:00,Friday,Collision with vehicle,3,50,Local Road,Cross intersection,YARRA,-37.815674,144.99792,3121,Unknown,M,Other injury,0,0,1,2018,12,Other Injury
T20190008923,2019-05-12,09:30:00,Sunday,Collision with vehicle,3,40,Arterial Other,Not at intersection,MORELAND,-37.7625,144.9629,3056,22-25,F,Other injury,0,0,1,2019,5,Other Injury
T20180010924,2018-01-07,11:30:00,Sunday,No collision and no object struck,3,60,Arterial Highway,Not at intersection,WHITEHORSE,-37.8158,145.10587,3127,65-69,M,Other injury,0,0,1,2018,1,Other Injury
T20190021370,2019-10-13,06:00:00,Sunday,Collision with vehicle,3,40,Local Road,Not at intersection,MELBOURNE,-37.817856,144.98189,3002,40-49,M,Other injury,0,0,1,2019,10,Other Injury
T20160021846,2016-09-21,16:15:00,Wednesday,Vehicle overturned (no collision),3,999,Local Road,Not at intersection,HUME,-37.64364,144.92955,3048,60-64,F,Other injury,0,0,1,2016,9,Other Injury
T20130009120,2013-05-03,07:00:00,Friday,Collision with vehicle,3,60,Arterial Other,Not at intersection,GLEN EIRA,-37.86936,144.99947,3183,50-59,F,Other injury,0,0,1,2013,5,Other Injury
T20160013772,2016-06-23,16:07:00,Thursday,Collision with vehicle,2,80,Arterial Highway,Cross intersection,MONASH,-37.91463,145.12729,3168,18-21,F,Serious injury,0,1,0,2016,6,Serious Injury
T20140016274,2014-01-23,07:20:00,Thursday,Collision with vehicle,3,60,Local Road,T intersection,BOROONDARA,-37.816544,145.06516,3126,40-49,M,Other injury,0,0,1,2014,1,Other Injury
T20190012692,2019-07-08,12:00:00,Monday,Collision with vehicle,2,60,Arterial Highway,Cross intersection,DANDENONG,-37.988117,145.21434,3175,40-49,M,Serious injury,0,1,0,2019,7,Serious Injury
T20240018135,2024-07-18,11:35:00,Thursday,Collision with vehicle,3,999,Arterial Other,Cross intersection,MORELAND,-37.76895,144.97997,3057,30-39,M,Other injury,0,0,1,2024,7,Other Injury
T20170014269,2017-07-23,08:57:00,Sunday,Collision with vehicle,2,30,Arterial Other,T intersection,HOBSONS BAY,-37.87463,144.79128,3028,50-59,M,Serious injury,0,1,0,2017,7,Serious Injury
T20240013234,2024-05-23,18:00:00,Thursday,Collision with vehicle,3,60,Arterial Other,T intersection,MOONEE VALLEY,-37.75531,144.91739,3040,22-25,M,Other injury,0,0,1,2024,5,Other Injury
T20160010799,2016-05-17,07:55:00,Tuesday,Collision with vehicle,3,60,Arterial Other,Cross intersection,MORELAND,-37.72576,144.96362,3058,30-39,M,Other injury,0,0,1,2016,5,Other Injury
T20210019641,2021-09-22,07:10:00,Wednesday,No collision and no object struck,3,60,Local Road,Not at intersection,DAREBIN,-37.751736,144.9951,3071,30-39,F,Other injury,0,0,1,2021,9,Other Injury
T20120009159,2012-04-18,16:00:00,Wednesday,Collision with vehicle,3,50,Arterial Other,T intersection,BAYSIDE,-37.934776,144.99571,3188,40-49,M,Other injury,0,0,1,2012,4,Other Injury
T20140024983,2014-12-02,18:00:00,Tuesday,Collision with vehicle,3,60,Arterial Other,Cross intersection,YARRA,-37.826183,145.00244,3121,22-25,F,Other injury,0,0,1,2014,12,Other Injury
T20120016652,2012-07-20,15:35:00,Friday,Collision with vehicle,2,50,Local Road,Not at intersection,MAROONDAH,-37.81621,145.24123,3135,16-17,M,Serious injury,0,1,0,2012,7,Serious Injury
T20130012612,2013-06-12,20:30:00,Wednesday,Collision with vehicle,3,60,Local Road,Cross intersection,BAYSIDE,-37.89937,144.99411,3186,50-59,M,Other injury,0,0,1,2013,6,Other Injury
T20190006554,2019-04-06,23:45:00,Saturday,Collision with vehicle,2,40,Local Road,Not at intersection,MELBOURNE,-37.812386,144.96573,3000,18-21,M,Serious injury,0,1,0,2019,4,Serious Injury
T20140010240,2014-05-15,09:45:00,Thursday,Collision with vehicle,3,60,Arterial Other,Cross intersection,YARRA,-37.819504,145.00829,3121,40-49,M,Other injury,0,0,1,2014,5,Other Injury
T20150008342,2015-04-18,16:04:00,Saturday,Collision with vehicle,2,60,Local Road,Not at intersection,FRANKSTON,-38.11586,145.1574,3200,13-15,M,Serious injury,0,1,1,2015,4,Serious Injury
T20160000506,2015-12-17,21:30:00,Thursday,Collision with vehicle,3,50,Local Road,Not at intersection,MELBOURNE,-37.809723,144.97289,3002,26-29,M,Other injury,0,0,1,2015,12,Other Injury
T20150012047,2015-06-05,16:00:00,Friday,Collision with vehicle,3,70,Arterial Highway,Cross intersection,DAREBIN,-37.74524,145.00282,3072,30-39,F,Other injury,0,0,1,2015,6,Other Injury
T20220012812,2022-05-30,18:00:00,Monday,Collision with vehicle,3,40,Arterial Other,T intersection,YARRA,-37.82526,144.99411,3121,22-25,M,Other injury,0,0,1,2022,5,Other Injury
T20180004371,2018-03-07,13:25:00,Wednesday,Collision with vehicle,3,60,Local Road,Cross intersection,DAREBIN,-37.715008,145.01831,3073,40-49,M,Other injury,0,0,1,2018,3,Other Injury
T20150022623,2015-11-01,12:10:00,Sunday,Collision with vehicle,3,60,Local Road,Not at intersection,KINGSTON,-38.046745,145.12846,3196,13-15,M,Other injury,0,0,1,2015,11,Other Injury
T20240001517,2024-01-20,22:15:00,Saturday,Collision with vehicle,3,40,Arterial Other,Not at intersection,YARRA,-37.825184,144.99347,3121,26-29,M,Other injury,0,0,2,2024,1,Other Injury
T20170024257,2017-12-19,16:20:00,Tuesday,Collision with vehicle,2,60,Arterial Other,Not at intersection,DAREBIN,-37.71113,145.00854,3073,65-69,M,Serious injury,0,1,0,2017,12,Serious Injury
T20250014054,2025-05-26,07:00:00,Monday,Collision with vehicle,3,40,Local Road,Cross intersection,MELBOURNE,-37.821014,144.94743,3008,30-39,M,Other injury,0,0,1,2025,5,Other Injury
T20150010458,2015-05-10,19:45:00,Sunday,Collision with vehicle,2,999,Local Road,T intersection,MARIBYRNONG,-37.798615,144.88934,3011,22-25,M,Serious injury,0,1,0,2015,5,Serious Injury
T20210026349,2021-12-22,19:53:00,Wednesday,Collision with vehicle,2,60,Local Road,Not at intersection,BRIMBANK,-37.753345,144.78406,3023,65-69,M,Serious injury,0,1,0,2021,12,Serious Injury
T20240009631,2024-04-17,15:49:00,Wednesday,Collision with vehicle,3,60,Local Road,Cross intersection,MONASH,-37.86108,145.11304,3149,13-15,M,Other injury,0,0,1,2024,4,Other Injury
T20140025038,2014-12-03,14:20:00,Wednesday,No collision and no object struck,2,70,Arterial Other,Cross intersection,MANNINGHAM,-37.789165,145.16196,3109,18-21,M,Serious injury,0,1,0,2014,12,Serious Injury
T20150007671,2015-04-12,12:40:00,Sunday,Collision with vehicle,3,60,Local Road,Not at intersection,MAROONDAH,-37.79372,145.23454,3134,70+,M,Other injury,0,0,1,2015,4,Other Injury
T20210010305,2021-05-07,17:40:00,Friday,Collision with vehicle,3,40,Local Road,T intersection,MELBOURNE,-37.810677,144.95595,3003,30-39,F,Other injury,0,0,1,2021,5,Other Injury
T20240029423,2024-11-06,15:30:00,Wednesday,No collision and no object struck,3,40,Local Road,T intersection,MERRI-BEK,-37.768497,144.95886,3056,50-59,M,Other injury,0,0,1,2024,11,Other Injury
T20180022302,2018-11-28,08:32:00,Wednesday,Collision with vehicle,2,60,Local Road,T intersection,MELBOURNE,-37.81329,144.94371,3008,40-49,M,Serious injury,0,1,0,2018,11,Serious Injury
T20120017001,2012-07-21,14:50:00,Saturday,Collision with vehicle,3,999,Arterial Other,Not at intersection,PORT PHILLIP,-37.868652,144.97548,3182,60-64,M,Other injury,0,0,1,2012,7,Other Injury
T20190016618,2019-08-30,16:25:00,Friday,Collision with vehicle,3,60,Arterial Other,Not at intersection,MELBOURNE,-37.795277,144.97534,3065,5-12,M,Other injury,0,0,1,2019,8,Other Injury
T20210008642,2021-04-18,13:30:00,Sunday,Collision with vehicle,3,60,Arterial Other,Multiple intersection,BAYSIDE,-37.975494,145.01591,3193,50-59,F,Other injury,0,0,1,2021,4,Other Injury
T20240015510,2024-06-18,18:08:00,Tuesday,Collision with vehicle,2,60,Local Road,T intersection,STONNINGTON,-37.88237,145.07907,3145,22-25,M,Serious injury,0,1,0,2024,6,Serious Injury
T20120002918,2012-02-07,10:00:00,Tuesday,Collision with vehicle,3,60,Arterial Highway,T intersection,PORT PHILLIP,-37.871796,144.98944,3184,18-21,F,Other injury,0,0,1,2012,2,Other Injury
T20220009094,2022-04-23,15:50:00,Saturday,Struck Pedestrian,2,50,Local Road,Not at intersection,MELBOURNE,-37.810555,144.98485,3002,50-59,M,Not injured,0,1,0,2022,4,Serious Injury
T20190003709,2019-02-26,05:45:00,Tuesday,Collision with vehicle,2,60,Arterial Highway,Not at intersection,KINGSTON,-38.039448,145.10902,3196,30-39,M,Serious injury,0,1,0,2019,2,Serious Injury
T20120016318,2012-07-09,08:20:00,Monday,Collision with vehicle,3,999,Arterial Other,T intersection,YARRA,-37.785477,144.9948,3068,26-29,F,Other injury,0,0,2,2012,7,Other Injury
T20150022410,2015-10-29,15:00:00,Thursday,Collision with vehicle,2,60,Arterial Other,T intersection,BOROONDARA,-37.828217,145.02962,3122,22-25,U,Serious injury,0,1,1,2015,10,Serious Injury
T20240012800,2024-05-20,09:30:00,Monday,Struck Pedestrian,3,40,Local Road,Not at intersection,MELBOURNE,-37.81806,144.96771,3000,Unknown,U,Not injured,0,0,1,2024,5,Other Injury
T20190016186,2019-08-07,18:30:00,Wednesday,Collision with vehicle,3,999,Arterial Highway,Not at intersection,MARIBYRNONG,-37.806736,144.90466,3011,30-39,M,Other injury,0,0,1,2019,8,Other Injury
T20250011926,2025-04-28,16:30:00,Monday,Collision with vehicle,3,40,Arterial Other,Not at intersection,MERRI-BEK,-37.77359,144.96101,3056,30-39,F,Other injury,0,0,1,2025,4,Other Injury
T20190025119,2019-12-12,13:07:00,Thursday,Collision with vehicle,2,80,Arterial Highway,Cross intersection,KNOX,-37.879585,145.26817,3156,60-64,M,Serious injury,0,1,0,2019,12,Serious Injury
T20190004858,2019-03-14,15:33:00,Thursday,Collision with vehicle,3,50,Local Road,Cross intersection,MELBOURNE,-37.810703,144.98616,3002,30-39,F,Other injury,0,0,1,2019,3,Other Injury
T20210019344,2021-09-16,13:23:00,Thursday,Collision with vehicle,2,50,Freeway,Multiple intersection,YARRA,-37.83083,145.01501,3121,50-59,M,Serious injury,0,1,0,2021,9,Serious Injury
T20170010213,2017-05-24,11:00:00,Wednesday,Collision with vehicle,3,60,Arterial Other,Cross intersection,MORELAND,-37.720177,144.9404,3044,22-25,M,Other injury,0,0,1,2017,5,Other Injury
T20140007086,2014-04-05,21:00:00,Saturday,Collision with vehicle,3,60,Local Road,Cross intersection,HOBSONS BAY,-37.86927,144.83028,3018,22-25,M,Other injury,0,0,1,2014,4,Other Injury
T20200011235,2020-03-18,06:00:00,Wednesday,Collision with vehicle,2,50,Local Road,Not at intersection,FRANKSTON,-38.082905,145.2154,3977,Unknown,M,Serious injury,0,1,0,2020,3,Serious Injury
T20150021987,2015-10-24,11:42:00,Saturday,Collision with vehicle,3,50,Local Road,T intersection,DAREBIN,-37.76791,144.98752,3070,30-39,M,Other injury,0,0,1,2015,10,Other Injury
T20170017794,2017-09-16,14:45:00,Saturday,Collision with vehicle,2,60,Arterial Other,Not at intersection,KINGSTON,-37.925755,145.09656,3167,13-15,M,Serious injury,0,1,0,2017,9,Serious Injury
T20180008373,2018-05-03,20:47:00,Thursday,Collision with vehicle,3,40,Arterial Other,Not at intersection,YARRA,-37.79902,144.98482,3066,18-21,M,Other injury,0,0,1,2018,5,Other Injury
T20130019046,2013-09-16,08:00:00,Monday,Collision with vehicle,2,50,Arterial Other,Not at intersection,YARRA,-37.781033,144.9858,3068,40-49,F,Serious injury,0,1,0,2013,9,Serious Injury
T20150006764,2015-02-28,21:30:00,Saturday,Collision with vehicle,3,999,Local Road,T intersection,MARIBYRNONG,-37.81558,144.8777,3013,18-21,M,Other injury,0,0,1,2015,2,Other Injury
T20140000499,2014-01-09,07:40:00,Thursday,Collision with vehicle,3,60,Arterial Other,T intersection,BOROONDARA,-37.824047,145.08134,3126,30-39,M,Other injury,0,0,1,2014,1,Other Injury
T20240028926,2024-11-11,15:30:00,Monday,Collision with vehicle,3,50,Local Road,Cross intersection,BAYSIDE,-37.943684,145.01608,3188,65-69,M,Other injury,0,0,1,2024,11,Other Injury
T20130000069,2013-01-01,16:30:00,Tuesday,Collision with vehicle,2,999,Arterial Highway,Cross intersection,BANYULE,-37.697884,145.05907,3083,30-39,M,Serious injury,0,1,0,2013,1,Serious Injury
T20170011181,2017-06-07,17:52:00,Wednesday,Collision with vehicle,3,999,Local Road,T intersection,MELBOURNE,-37.77743,144.95512,3056,40-49,M,Other injury,0,0,1,2017,6,Other Injury
T20120009884,2012-04-26,18:34:00,Thursday,Collision with vehicle,3,40,Local Road,Cross intersection,YARRA,-37.802338,144.97777,3065,40-49,M,Other injury,0,0,1,2012,4,Other Injury
T20140011979,2014-06-08,09:30:00,Sunday,No collision and no object struck,3,50,Arterial Other,Not at intersection,MOONEE VALLEY,-37.737495,144.89276,3040,30-39,M,Other injury,0,0,1,2014,6,Other Injury
T20150025868,2015-12-13,16:15:00,Sunday,Collision with vehicle,3,60,Local Road,Y intersection,KNOX,-37.903664,145.27972,3178,13-15,M,Other injury,0,0,2,2015,12,Other Injury
T20220024896,2022-11-05,09:30:00,Saturday,Vehicle overturned (no collision),3,60,Arterial Other,T intersection,HOBSONS BAY,-37.875507,144.79602,3018,30-39,M,Other injury,0,0,1,2022,11,Other Injury
T20130010702,2013-05-23,10:00:00,Thursday,Collision with vehicle,3,60,Arterial Other,Y intersection,BRIMBANK,-37.77603,144.82536,3020,22-25,F,Other injury,0,0,1,2013,5,Other Injury
T20120020018,2012-09-01,17:05:00,Saturday,Collision with vehicle,3,50,Local Road,T intersection,MORELAND,-37.70237,144.9423,3046,26-29,M,Other injury,0,0,1,2012,9,Other Injury
T20240003520,2024-02-04,06:00:00,Sunday,Collision with vehicle,3,50,Local Road,Not at intersection,BAYSIDE,-37.945282,145.00238,3191,18-21,M,Other injury,0,0,1,2024,2,Other Injury
T20120001244,2012-01-17,17:00:00,Tuesday,Collision with vehicle,3,50,Arterial Other,Not at intersection,MELBOURNE,-37.823322,144.97891,3004,30-39,F,Other injury,0,0,1,2012,1,Other Injury
T20150003568,2015-02-11,17:30:00,Wednesday,Collision with vehicle,3,50,Local Road,Cross intersection,MOONEE VALLEY,-37.773895,144.91582,3032,26-29,F,Other injury,0,0,1,2015,2,Other Injury
T20190018060,2019-09-16,09:15:00,Monday,Collision with vehicle,3,50,Arterial Other,T intersection,MELBOURNE,-37.80615,144.95845,3051,Unknown,F,Other injury,0,0,1,2019,9,Other Injury
T20170005340,2017-03-16,17:40:00,Thursday,No collision and no object struck,3,888,Local Road,Not at intersection,PORT PHILLIP,-37.860634,144.98547,3182,40-49,M,Other injury,0,0,1,2017,3,Other Injury
T20200000059,2019-12-12,19:10:00,Thursday,Collision with vehicle,3,50,Local Road,T intersection,PORT PHILLIP,-37.868103,144.9779,3182,65-69,F,Other injury,0,0,1,2019,12,Other Injury
T20150013736,2015-06-05,16:15:00,Friday,Collision with vehicle,3,60,Arterial Other,T intersection,MOONEE VALLEY,-37.73849,144.89537,3041,50-59,M,Other injury,0,0,1,2015,6,Other Injury
T20160008368,2016-04-17,12:15:00,Sunday,Collision with vehicle,2,50,Local Road,Cross intersection,HOBSONS BAY,-37.8569,144.89769,3016,40-49,F,Serious injury,0,1,0,2016,4,Serious Injury
T20160014322,2016-06-26,15:30:00,Sunday,Collision with vehicle,2,60,Arterial Other,Not at intersection,MELBOURNE,-37.78817,144.95898,3054,30-39,F,Serious injury,0,1,0,2016,6,Serious Injury
T20210023730,2021-11-06,13:00:00,Saturday,Collision with vehicle,2,60,Arterial Other,Not at intersection,KINGSTON,-37.9468,145.05919,3189,50-59,M,Serious injury,0,1,0,2021,11,Serious Injury
T20120012950,2012-06-03,12:40:00,Sunday,Collision with a fixed object,3,60,Arterial Other,T intersection,BAYSIDE,-37.918888,144.98799,3186,40-49,M,Other injury,0,0,2,2012,6,Other Injury
T20170006776,2017-03-26,10:50:00,Sunday,Collision with vehicle,3,50,Local Road,Not at intersection,PORT PHILLIP,-37.86046,144.9739,3182,40-49,M,Other injury,0,0,1,2017,3,Other Injury
T20150002624,2015-01-15,22:30:00,Thursday,Collision with vehicle,3,60,Local Road,Cross intersection,YARRA,-37.781982,144.97162,3054,30-39,M,Other injury,0,0,1,2015,1,Other Injury
T20150007037,2015-04-03,09:10:00,Friday,Collision with vehicle,2,80,Arterial Other,Cross intersection,WHITTLESEA,-37.637505,145.09555,3752,50-59,M,Serious injury,0,1,0,2015,4,Serious Injury
T20240016213,2024-06-26,16:00:00,Wednesday,Vehicle overturned (no collision),3,999,Local Road,Not at intersection,MELBOURNE,-37.82392,144.96451,3006,30-39,M,Other injury,0,0,1,2024,6,Other Injury
T20230017814,2023-07-31,12:20:00,Monday,Collision with vehicle,2,50,Local Road,Cross intersection,DANDENONG,-37.99157,145.21017,3175,18-21,M,Serious injury,0,1,0,2023,7,Serious Injury
T20230002479,2023-01-27,22:50:00,Friday,Collision with vehicle,2,999,,Cross intersection,MELTON,-37.781445,144.75478,3026,30-39,M,Serious injury,0,1,0,2023,1,Serious Injury
T20190016389,2019-08-28,15:07:00,Wednesday,Collision with vehicle,3,50,Local Road,Cross intersection,BANYULE,-37.707455,145.08328,3087,40-49,M,Other injury,0,0,1,2019,8,Other Injury
T20170003747,2016-12-03,06:30:00,Saturday,Collision with vehicle,3,60,Arterial Other,Cross intersection,KINGSTON,-37.999233,145.09152,3195,50-59,M,Other injury,0,0,1,2016,12,Other Injury
T20170008097,2017-04-22,14:30:00,Saturday,Collision with vehicle,3,40,Arterial Other,Not at intersection,STONNINGTON,-37.84834,145.005,3142,30-39,F,Other injury,0,0,1,2017,4,Other Injury
T20180023189,2018-12-07,08:30:00,Friday,Collision with vehicle,3,888,Arterial Other,Not at intersection,KINGSTON,-37.92589,145.09766,3167,5-12,M,Other injury,0,0,1,2018,12,Other Injury
T20120010268,2012-05-01,18:54:00,Tuesday,Collision with vehicle,2,60,Local Road,Not at intersection,MELBOURNE,-37.818787,144.96805,3004,40-49,F,Serious injury,0,1,0,2012,5,Serious Injury
T20170023787,2017-10-04,18:15:00,Wednesday,Collision with vehicle,3,40,Local Road,Cross intersection,STONNINGTON,-37.854706,144.99283,3181,30-39,F,Other injury,0,0,1,2017,10,Other Injury
T20170022720,2017-11-28,07:30:00,Tuesday,Collision with vehicle,3,60,Arterial Highway,Cross intersection,FRANKSTON,-38.14428,145.1208,3199,50-59,M,Other injury,0,0,1,2017,11,Other Injury
T20150014060,2015-06-26,17:45:00,Friday,Collision with vehicle,3,60,Local Road,T intersection,GLEN EIRA,-37.872696,145.03621,3161,22-25,F,Other injury,0,0,2,2015,6,Other Injury
T20150002037,2015-01-29,18:25:00,Thursday,Collision with vehicle,3,40,Local Road,Not at intersection,MELBOURNE,-37.81332,144.95993,3000,50-59,M,Other injury,0,0,1,2015,1,Other Injury
T20150005184,2015-03-11,06:15:00,Wednesday,Collision with vehicle,3,60,Arterial Other,Not at intersection,BAYSIDE,-37.994602,145.03897,3193,30-39,M,Other injury,0,0,1,2015,3,Other Injury
T20120001708,2012-01-23,17:20:00,Monday,Collision with vehicle,3,50,Local Road,Not at intersection,MORNINGTON PENINSULA,-38.183,145.09035,3930,30-39,M,Other injury,0,0,1,2012,1,Other Injury
T20170000553,2017-01-11,07:30:00,Wednesday,Collision with vehicle,2,60,Local Road,Not at intersection,DAREBIN,-37.766014,145.00262,3070,30-39,M,Serious injury,0,1,0,2017,1,Serious Injury
T20180001649,2018-01-27,09:10:00,Saturday,Collision with vehicle,3,60,Arterial Other,Not at intersection,BAYSIDE,-37.91531,144.98709,3186,30-39,M,Other injury,0,0,1,2018,1,Other Injury
T20150024202,2015-11-04,18:20:00,Wednesday,Collision with vehicle,3,60,Local Road,Cross intersection,MELBOURNE,-37.78243,144.964,3054,18-21,M,Other injury,0,0,1,2015,11,Other Injury
T20120011074,2012-05-11,08:00:00,Friday,Collision with vehicle,3,50,Local Road,Not at intersection,GLEN EIRA,-37.884212,145.00032,3185,40-49,F,Other injury,0,0,1,2012,5,Other Injury
T20140024158,2014-11-21,15:30:00,Friday,Collision with vehicle,3,50,Local Road,Not at intersection,WHITTLESEA,-37.683437,145.0246,3074,40-49,M,Other injury,0,0,1,2014,11,Other Injury
T20160024181,2016-10-13,08:20:00,Thursday,Collision with vehicle,3,40,Local Road,Not at intersection,YARRA,-37.82447,144.9935,3121,26-29,M,Other injury,0,0,1,2016,10,Other Injury
T20150003854,2015-02-22,12:44:00,Sunday,Collision with a fixed object,3,40,Arterial Other,Cross intersection,MELBOURNE,-37.8211,144.95508,3008,Unknown,U,Other injury,0,0,1,2015,2,Other Injury
T20150003854,2015-02-22,12:44:00,Sunday,Collision with a fixed object,3,40,Arterial Other,Cross intersection,MELBOURNE,-37.8211,144.95508,3008,Unknown,U,Other injury,0,0,1,2015,2,Other Injury
T20200004642,2020-02-26,14:35:00,Wednesday,Collision with vehicle,3,40,Local Road,Not at intersection,YARRA,-37.808544,144.99622,3067,22-25,F,Other injury,0,0,1,2020,2,Other Injury
T20140006397,2014-03-25,00:00:00,Tuesday,Collision with vehicle,3,60,Arterial Highway,Cross intersection,YARRA,-37.79312,144.97934,3068,26-29,M,Other injury,0,0,1,2014,3,Other Injury
T20150009987,2015-05-11,12:05:00,Monday,Collision with vehicle,2,60,Arterial Other,Cross intersection,DANDENONG,-37.9314,145.14183,3171,18-21,M,Serious injury,0,1,0,2015,5,Serious Injury
T20190025705,2019-12-18,09:00:00,Wednesday,Collision with vehicle,3,40,Local Road,Not at intersection,MELBOURNE,-37.81254,144.9568,3000,30-39,M,Other injury,0,0,1,2019,12,Other Injury
T20120000263,2012-01-05,08:41:00,Thursday,Collision with vehicle,3,70,Arterial Highway,T intersection,YARRA,-37.80752,144.99171,3067,40-49,M,Other injury,0,0,1,2012,1,Other Injury
T20120003465,2012-01-19,05:45:00,Thursday,Struck animal,3,70,Arterial Other,T intersection,FRANKSTON,-38.148426,145.14522,3199,40-49,M,Other injury,0,0,1,2012,1,Other Injury
T20240025734,2024-10-11,19:10:00,Friday,Collision with vehicle,3,999,Arterial Other,Cross intersection,MONASH,-37.888878,145.16405,3150,13-15,M,Other injury,0,0,1,2024,10,Other Injury
T20120015530,2012-07-05,18:05:00,Thursday,Collision with vehicle,3,50,Local Road,Cross intersection,MARIBYRNONG,-37.806698,144.90193,3011,40-49,M,Other injury,0,0,1,2012,7,Other Injury
T20230009306,2023-04-21,14:55:00,Friday,Collision with vehicle,3,60,,T intersection,GLEN EIRA,-37.919037,145.04306,3204,40-49,M,Other injury,0,0,1,2023,4,Other Injury
