accident_no,accident_date,accident_time,day_week_desc,accident_type_desc,severity,speed_zone,rma,road_geometry_desc,lga_name,latitude,longitude,postcode_crash,age_group,sex,inj_level_desc,no_persons_killed,no_persons_inj_2,no_persons_inj_3,year,month,severity_desc
T20170018656,2017-09-28,07:15:00,Thursday,Collision with vehicle,3,60,Arterial Other,Multiple intersection,MELBOURNE,-37.795433,144.93887,3051,22-25,F,Other injury,0,0,1,2017,9,Other Injury
T20170009618,2017-05-16,15:13:00,Tuesday,Collision with vehicle,3,40,Arterial Other,Not at intersection,HOBSONS BAY,-37.855812,144.89215,3016,13-15,M,Other injury,0,0,1,2017,5,Other Injury
T20240022118,2024-08-30,08:05:00,Friday,Collision with vehicle,3,60,Arterial Other,Cross intersection,MELBOURNE,-37.85022,144.98064,3004,30-39,M,Other injury,0,0,1,2024,8,Other Injury
T20150012297,2015-06-09,17:00:00,Tuesday,Collision with vehicle,3,60,Arterial Other,Not at intersection,PORT PHILLIP,-37.85345,144.9698,3206,30-39,F,Other injury,0,0,1,2015,6,Other Injury
T20170020842,2017-11-01,08:35:00,Wednesday,Collision with vehicle,2,40,Local Road,Cross intersection,YARRA,-37.79595,144.97887,3065,30-39,M,Serious injury,0,1,0,2017,11,Serious Injury
T20140012248,2014-06-14,07:30:00,Saturday,Struck Pedestrian,2,50,Local Road,Not at intersection,BOROONDARA,-37.826385,145.0758,3126,40-49,M,Serious injury,0,1,0,2014,6,Serious Injury
T20130013718,2013-07-02,09:45:00,Tuesday,Collision with vehicle,3,60,Arterial Other,T intersection,BAYSIDE,-37.993073,145.03157,3193,70+,M,Other injury,0,0,1,2013,7,Other Injury
T20160015558,2016-07-17,10:00:00,Sunday,Collision with vehicle,3,50,Local Road,Not at intersection,HOBSONS BAY,-37.87367,144.81667,3018,30-39,M,Other injury,0,0,1,2016,7,Other Injury
T20140015100,2014-07-22,11:00:00,Tuesday,Collision with vehicle,3,70,Arterial Other,T intersection,MANNINGHAM,-37.751614,145.1755,3109,50-59,M,Other injury,0,0,1,2014,7,Other Injury
T20170022195,2017-11-21,08:40:00,Tuesday,collision with some other object,3,888,Arterial Other,Not at intersection,GLEN EIRA,-37.920235,145.05194,3165,18-21,F,Other injury,0,0,1,2017,11,Other Injury
T20170005192,2017-03-15,05:54:00,Wednesday,Collision with vehicle,2,60,Freeway,Cross intersection,STONNINGTON,-37.844803,145.04018,3144,30-39,M,Serious injury,0,1,0,2017,3,Serious Injury
T20170001047,2017-01-18,08:40:00,Wednesday,Collision with vehicle,3,60,Arterial Other,Not at intersection,YARRA,-37.786846,144.99611,3068,22-25,F,Other injury,0,0,1,2017,1,Other Injury
T20190005308,2019-03-20,09:18:00,Wednesday,Collision with vehicle,3,50,Local Road,Not at intersection,DAREBIN,-37.778393,145.01035,3070,50-59,M,Other injury,0,0,2,2019,3,Other Injury
T20190005308,2019-03-20,09:18:00,Wednesday,Collision with vehicle,3,50,Local Road,Not at intersection,DAREBIN,-37.778393,145.01035,3070,30-39,F,Other injury,0,0,2,2019,3,Other Injury
T20210004333,2021-02-11,14:50:00,Thursday,Struck Pedestrian,2,999,Arterial Other,Not at intersection,YARRA,-37.8196,144.999,3121,22-25,M,Not injured,0,1,0,2021,2,Serious Injury
T20140025266,2014-12-05,07:54:00,Friday,Collision with vehicle,3,999,Local Road,Not at intersection,MELBOURNE,-37.81872,144.96802,3004,65-69,M,Other injury,0,0,1,2014,12,Other Injury
T20140010179,2014-05-15,17:45:00,Thursday,Collision with vehicle,2,40,Arterial Other,T intersection,YARRA,-37.817936,144.99344,3121,30-39,M,Serious injury,0,1,0,2014,5,Serious Injury
T20150026263,2015-12-02,08:25:00,Wednesday,Collision with vehicle,2,50,Local Road,Not at intersection,WYNDHAM,-37.882877,144.68622,3029,30-39,M,Serious injury,0,1,0,2015,12,Serious Injury
T20130012050,2013-06-10,16:30:00,Monday,Collision with vehicle,3,70,Arterial Other,T intersection,MARIBYRNONG,-37.779396,144.84943,3019,22-25,M,Other injury,0,0,1,2013,6,Other Injury
T20180001979,2018-02-01,16:15:00,Thursday,Collision with vehicle,3,40,Local Road,T intersection,YARRA,-37.802357,144.9868,3066,22-25,M,Other injury,0,0,1,2018,2,Other Injury
T20180016157,2018-08-24,15:55:00,Friday,Collision with vehicle,3,60,Arterial Other,T intersection,STONNINGTON,-37.851974,145.03256,3144,40-49,M,Other injury,0,0,1,2018,8,Other Injury
T20130017608,2013-08-25,09:50:00,Sunday,Collision with vehicle,3,60,Arterial Highway,T intersection,GLEN EIRA,-37.900475,145.01222,3185,40-49,M,Other injury,0,0,1,2013,8,Other Injury
T20230007560,2023-03-31,06:45:00,Friday,Collision with vehicle,2,40,Local Road,T intersection,YARRA,-37.78579,144.98482,3068,30-39,F,Serious injury,0,1,0,2023,3,Serious Injury
T20210011842,2021-05-25,13:52:00,Tuesday,No collision and no object struck,3,40,Local Road,T intersection,STONNINGTON,-37.841633,144.9952,3141,50-59,F,Other injury,0,0,1,2021,5,Other Injury
T20180010747,2018-06-07,19:28:00,Thursday,Collision with vehicle,3,50,Local Road,Not at intersection,MELBOURNE,-37.79806,144.96889,3053,30-39,F,Other injury,0,0,1,2018,6,Other Injury
T20210025898,2021-12-17,14:05:00,Friday,Collision with vehicle,2,50,Local Road,Not at intersection,KINGSTON,-37.943577,145.06813,3189,40-49,M,Serious injury,0,1,0,2021,12,Serious Injury
T20170004362,2017-03-03,13:30:00,Friday,Struck Pedestrian,1,60,Local Road,Not at intersection,MELBOURNE,-37.799538,144.9553,3000,22-25,M,Not injured,1,0,0,2017,3,Fatal
T20190023933,2019-11-19,08:30:00,Tuesday,Fall from or in moving vehicle,3,50,Local Road,T intersection,MONASH,-37.910027,145.1529,3170,50-59,M,Other injury,0,0,1,2019,11,Other Injury
T20160008514,2016-04-19,09:27:00,Tuesday,Collision with vehicle,3,60,Arterial Other,Not at intersection,MELBOURNE,-37.79901,144.95764,3052,30-39,M,Other injury,0,0,1,2016,4,Other Injury
T20160019178,2016-09-01,02:40:00,Thursday,Collision with vehicle,3,60,Arterial Highway,Not at intersection,MELBOURNE,-37.82256,144.98918,3121,22-25,F,Other injury,0,0,1,2016,9,Other Injury
T20200018169,2020-10-10,14:30:00,Saturday,No collision and no object struck,3,40,Local Road,Not at intersection,GLEN EIRA,-37.885166,145.00774,3185,30-39,M,Other injury,0,0,1,2020,10,Other Injury
T20230028586,2023-12-04,07:25:00,Monday,Collision with vehicle,3,60,Arterial Other,Cross intersection,BOROONDARA,-37.83421,145.08136,3124,26-29,M,Other injury,0,0,1,2023,12,Other Injury
T20150011844,2015-01-23,19:50:00,Friday,Fall from or in moving vehicle,3,50,Local Road,Cross intersection,MELBOURNE,-37.795216,144.97331,3053,26-29,F,Other injury,0,0,1,2015,1,Other Injury
T20150014964,2015-07-17,08:49:00,Friday,Collision with vehicle,3,40,Local Road,Cross intersection,MELBOURNE,-37.81568,144.9582,3000,18-21,M,Other injury,0,0,1,2015,7,Other Injury
T20120001410,2012-01-19,17:55:00,Thursday,Collision with vehicle,3,50,Local Road,T intersection,MELBOURNE,-37.79563,144.97083,3053,26-29,M,Other injury,0,0,1,2012,1,Other Injury
T20160020908,2016-09-26,08:40:00,Monday,Collision with vehicle,2,60,Local Road,Cross intersection,GLEN EIRA,-37.910507,145.0336,3204,70+,M,Serious injury,0,1,0,2016,9,Serious Injury
T20150023896,2015-11-19,08:17:00,Thursday,Collision with vehicle,3,40,Arterial Other,Not at intersection,PORT PHILLIP,-37.83443,144.93362,3207,13-15,F,Other injury,0,0,1,2015,11,Other Injury
T20250010315,2025-04-16,18:20:00,Wednesday,Collision with vehicle,3,40,Arterial Other,Cross intersection,MELBOURNE,-37.813168,144.95143,3008,30-39,M,Other injury,0,0,1,2025,4,Other Injury
T20250010315,2025-04-16,18:20:00,Wednesday,Collision with vehicle,3,40,Arterial Other,Cross intersection,MELBOURNE,-37.813168,144.95143,3008,30-39,M,Other injury,0,0,1,2025,4,Other Injury
T20230018696,2023-08-10,07:45:00,Thursday,Collision with vehicle,3,60,Local Road,T intersection,PORT PHILLIP,-37.87919,144.99385,3184,50-59,F,Other injury,0,0,1,2023,8,Other Injury
T20220027255,2022-12-01,20:10:00,Thursday,No collision and no object struck,2,40,Local Road,Cross intersection,BRIMBANK,-37.784866,144.83206,3020,40-49,M,Serious injury,0,1,0,2022,12,Serious Injury
T20200003016,2020-01-23,17:15:00,Thursday,Collision with vehicle,3,50,Local Road,T intersection,BANYULE,-37.7374,145.10062,3084,50-59,M,Other injury,0,0,1,2020,1,Other Injury
T20140019012,2014-09-12,14:00:00,Friday,No collision and no object struck,3,999,Arterial Highway,Cross intersection,PORT PHILLIP,-37.87625,144.99237,3185,30-39,M,Other injury,0,0,1,2014,9,Other Injury
T20200022002,2020-12-07,14:45:00,Monday,Collision with vehicle,3,40,Arterial Other,Cross intersection,YARRA,-37.810574,145.0007,3121,40-49,M,Other injury,0,0,1,2020,12,Other Injury
T20170022085,2017-11-19,16:00:00,Sunday,Collision with vehicle,3,60,Arterial Highway,Cross intersection,KINGSTON,-38.055855,145.11752,3196,50-59,M,Other injury,0,0,1,2017,11,Other Injury
T20240028602,2024-11-09,14:51:00,Saturday,Collision with vehicle,2,50,Local Road,Cross intersection,MOONEE VALLEY,-37.76083,144.90865,3040,30-39,M,Serious injury,0,1,0,2024,11,Serious Injury
T20170018521,2017-09-28,05:00:00,Thursday,Collision with vehicle,2,80,Arterial Other,Not at intersection,FRANKSTON,-38.14289,145.20906,3910,50-59,M,Serious injury,0,1,0,2017,9,Serious Injury
T20140019989,2014-09-27,10:45:00,Saturday,Collision with vehicle,2,60,Arterial Other,T intersection,MORNINGTON PENINSULA,-38.275757,145.00162,3934,50-59,M,Serious injury,0,1,0,2014,9,Serious Injury
T20240004058,2024-02-18,11:14:00,Sunday,Collision with vehicle,2,40,Local Road,Not at intersection,MELBOURNE,-37.80809,144.95183,3003,Unknown,M,Serious injury,0,1,1,2024,2,Serious Injury
T20200022374,2020-12-12,07:02:00,Saturday,Collision with vehicle,2,50,Arterial Highway,Not at intersection,MORNINGTON PENINSULA,-38.371014,144.82756,3941,70+,F,Serious injury,0,1,0,2020,12,Serious Injury
T20150026530,2015-12-21,14:33:00,Monday,Collision with vehicle,2,60,Local Road,Not at intersection,DAREBIN,-37.72246,144.99272,3073,13-15,M,Serious injury,0,1,0,2015,12,Serious Injury
T20140007602,2014-04-12,07:05:00,Saturday,Collision with vehicle,3,50,Local Road,Not at intersection,HUME,-37.68906,144.92253,3047,30-39,M,Other injury,0,0,1,2014,4,Other Injury
T20230007778,2023-04-02,00:30:00,Sunday,Collision with vehicle,3,50,Local Road,Not at intersection,MARIBYRNONG,-37.813717,144.89139,3013,50-59,M,Other injury,0,0,1,2023,4,Other Injury
T20220014692,2022-06-17,11:15:00,Friday,Collision with vehicle,3,888,Local Road,Not at intersection,GLEN EIRA,-37.88035,145.03017,3161,13-15,F,Other injury,0,0,1,2022,6,Other Injury
T20140014207,2014-07-08,06:45:00,Tuesday,Collision with vehicle,2,60,Arterial Other,Not at intersection,BAYSIDE,-37.97479,145.01547,3193,40-49,M,Serious injury,0,1,0,2014,7,Serious Injury
T20160010452,2016-05-12,17:20:00,Thursday,Collision with vehicle,3,50,Local Road,Not at intersection,CASEY,-38.03599,145.34325,3806,40-49,M,Other injury,0,0,1,2016,5,Other Injury
T20120025770,2012-11-16,13:30:00,Friday,Collision with vehicle,3,50,Arterial Other,T intersection,MORELAND,-37.77383,144.96098,3056,40-49,M,Other injury,0,0,1,2012,11,Other Injury
T20130007480,2013-04-11,08:30:00,Thursday,Collision with vehicle,3,50,Local Road,T intersection,MONASH,-37.863346,145.12445,3149,40-49,M,Other injury,0,0,1,2013,4,Other Injury
T20120018167,2012-03-05,17:45:00,Monday,Collision with vehicle,3,999,Local Road,T intersection,MARIBYRNONG,-37.81309,144.88582,3013,40-49,M,Other injury,0,0,1,2012,3,Other Injury
T20240031154,2024-12-05,11:00:00,Thursday,Collision with vehicle,3,888,Local Road,T intersection,WYNDHAM,-37.878616,144.70146,3029,40-49,M,Other injury,0,0,1,2024,12,Other Injury
T20160004277,2016-02-26,06:50:00,Friday,Collision with vehicle,2,60,Arterial Highway,T intersection,FRANKSTON,-38.08239,145.12395,3198,40-49,M,Serious injury,0,1,0,2016,2,Serious Injury
T20200003274,2020-02-12,07:50:00,Wednesday,Collision with vehicle,3,60,Arterial Other,Cross intersection,MONASH,-37.857574,145.13155,3151,50-59,F,Other injury,0,0,1,2020,2,Other Injury
T20150009640,2015-04-28,18:30:00,Tuesday,Collision with vehicle,3,50,Local Road,T intersection,BRIMBANK,-37.737064,144.79657,3021,40-49,M,Other injury,0,0,1,2015,4,Other Injury
T20160018724,2016-08-26,19:00:00,Friday,Collision with vehicle,3,60,Local Road,Cross intersection,MORELAND,-37.76891,144.93953,3055,Unknown,F,Other injury,0,0,1,2016,8,Other Injury
